capabilities	hi	क्या क्या कर सकते हो?
capabilities	hi	आपकी क्षमताएं क्या हैं?
capabilities	hi	आप कैसे मदद कर सकते हैं?
capabilities	zh	你能做什么?
capabilities	zh	你会做什么?
capabilities	zh	你有什么功能?
capabilities	zh	你能干什么?
capabilities	zh	你可以帮我做什么?
test_status	en	test
test_status	en	ping
test_status	en	testing
test_status	en	test passed
test_status	en	are you there?
test_status	en	i am here
test_status	en	testing 123
test_status	ru	тест
test_status	ru	пинг
test_status	ru	тест пройден
test_status	ru	я здесь
test_status	ru	ты здесь?
test_status	ru	я тут
test_status	hi	टेस्ट
test_status	hi	परीक्षण
test_status	hi	परीक्षण सफल रहा
test_status	hi	मैं यहाँ हूँ
test_status	hi	क्या आप वहाँ हैं?
test_status	zh	测试
test_status	zh	测试通过
test_status	zh	我在这里
test_status	zh	你在吗?
test_status	zh	您在吗?
assistant_free_time	en	what do you do in your free time?
assistant_free_time	en	how do you spend your free time?
assistant_free_time	en	what do you do when you are not working?
assistant_free_time	en	what do you do in free time?
assistant_free_time	en	how do you spend your spare time?
assistant_free_time	ru	что делаешь в свободное время?
assistant_free_time	ru	чем занимаешься в свободное время?
assistant_free_time	ru	что делаешь когда свободен?
assistant_free_time	ru	чем ты занимаешься в свободное время?
assistant_free_time	ru	как проводишь свободное время?
assistant_free_time	hi	खाली समय में क्या करते हो?
assistant_free_time	hi	आप खाली समय में क्या करते हैं?
assistant_free_time	hi	फुर्सत में क्या करते हो?
assistant_free_time	hi	खाली वक्त में क्या करते हो?
assistant_free_time	hi	जब आप काम नहीं करते तो क्या करते हैं?
assistant_free_time	zh	你空闲时间做什么?
assistant_free_time	zh	你有空的时候做什么?
assistant_free_time	zh	你业余时间做什么?
assistant_free_time	zh	你休息的时候做什么?
assistant_free_time	zh	你不工作的时候做什么?
assistant_name	en	what is your name?
assistant_name	en	do you have a name?
assistant_name	en	what should i call you?
assistant_name	en	tell me your name
assistant_name	en	may i know your name?
assistant_name	ru	как тебя зовут?
assistant_name	ru	как твоё имя?
assistant_name	ru	у тебя есть имя?
assistant_name	ru	как вас зовут?
assistant_name	ru	назови своё имя
assistant_name	hi	आपका नाम क्या है?
assistant_name	hi	तुम्हारा नाम क्या है?
assistant_name	hi	क्या तुम्हारा कोई नाम है?
assistant_name	hi	मैं तुम्हें क्या कहूँ?
assistant_name	hi	अपना नाम बताओ
assistant_name	zh	你叫什么名字?
assistant_name	zh	您叫什么名字?
assistant_name	zh	你的名字是什么?
assistant_name	zh	你有名字吗?
assistant_name	zh	告诉我你的名字
calculation	en	two plus two
calculation	en	three plus five
calculation	en	seven minus four
calculation	en	six times seven
calculation	en	ten divided by two
calculation	en	eight modulo three
calculation	ru	два плюс два
calculation	ru	три плюс пять
calculation	ru	семь минус четыре
calculation	ru	шесть умножить на семь
calculation	ru	десять разделить на два
calculation	hi	दो जोड़ दो
calculation	hi	दो जमा दो
calculation	hi	सात घटा चार
calculation	hi	छह गुणा सात
calculation	hi	दस भाग दो
calculation	zh	二 加上 二
calculation	zh	七 减去 四
calculation	zh	六 乘以 七
calculation	zh	十 除以 二
calculation	zh	八 取模 三
