L19	In the file src/cli_report.rs, replace "agentic-cli" with "agentic-command-line". Change only that file and keep it valid Rust.	src/cli_report.rs	agentic-command-line	DEFAULT_SURFACE	Change the value of DEFAULT_SURFACE from agentic-cli to agentic-command-line.
L20	In the file src/entity_resolution.rs, replace "{term}" with "{entity_term}". Change only that file and keep it valid Rust.	src/entity_resolution.rs	{entity_term}	TERM_PLACEHOLDER	Change the value of TERM_PLACEHOLDER in the entity resolution module from {term} to {entity_term}.
L21	In the file src/solver_handler_how_synthesis.rs, replace "FORMAL_AI_SOURCE_CACHE_DIR" with "FORMAL_AI_HOW_SOURCE_CACHE_DIR". Change only that file and keep it valid Rust.	src/solver_handler_how_synthesis.rs	FORMAL_AI_HOW_SOURCE_CACHE_DIR	CACHE_DIR_ENV	Change the value of CACHE_DIR_ENV from FORMAL_AI_SOURCE_CACHE_DIR to FORMAL_AI_HOW_SOURCE_CACHE_DIR.
L22	In the file src/skill_procedure.rs, replace "https://example.com/article" with "https://example.com/document". Change only that file and keep it valid Rust.	src/skill_procedure.rs	https://example.com/document	PROCEDURE_CONFORMANCE_TRIGGER	Change the value of PROCEDURE_CONFORMANCE_TRIGGER from https://example.com/article to https://example.com/document.
L23	In the file src/cli_context.rs, rename the constant ERROR_JOIN to ERROR_LIST_JOIN. Change only that file and keep it valid Rust.	src/cli_context.rs	ERROR_LIST_JOIN	"; "	Rename the constant ERROR_JOIN to ERROR_LIST_JOIN.
L24	In the file src/issue_report.rs, rename the constant TITLE_JOIN to TITLE_SEGMENT_JOIN. Change only that file and keep it valid Rust.	src/issue_report.rs	TITLE_SEGMENT_JOIN	"` + `"	Rename the constant TITLE_JOIN to TITLE_SEGMENT_JOIN.
L25	In the file src/service_accessibility.rs, rename the constant RECORD_INDENT to RECORD_LINE_INDENT. Change only that file and keep it valid Rust.	src/service_accessibility.rs	RECORD_LINE_INDENT	FIELD_INDENT	Rename the constant RECORD_INDENT to RECORD_LINE_INDENT.
L26	In the file src/web_search_fusion_core.rs, rename the constant ENTITY_ROLE to WIKIDATA_ENTITY_ROLE. Change only that file and keep it valid Rust.	src/web_search_fusion_core.rs	WIKIDATA_ENTITY_ROLE	"wikidata_entity_anchor"	Rename the constant ENTITY_ROLE to WIKIDATA_ENTITY_ROLE.
L27	In the file src/cli_report.rs, rename the constant TRACE_SEPARATOR to TRACE_FIELD_SEPARATOR. Change only that file and keep it valid Rust.	src/cli_report.rs	TRACE_FIELD_SEPARATOR	DEFAULT_SURFACE	Rename the constant TRACE_SEPARATOR to TRACE_FIELD_SEPARATOR.
L28	In the file src/client_integrations.rs, rename the constant EMPTY_BACKUP_SENTINEL to EMPTY_CONFIG_BACKUP_SENTINEL. Change only that file and keep it valid Rust.	src/client_integrations.rs	EMPTY_CONFIG_BACKUP_SENTINEL	formal-ai-empty-config-backup-v1	Rename the constant EMPTY_BACKUP_SENTINEL to EMPTY_CONFIG_BACKUP_SENTINEL.
L29	In the file src/conversation_context.rs, rename the constant DIALOG_LOG_DIRECTORY_ENV to DIALOG_LOG_DIR_ENV. Change only that file and keep it valid Rust.	src/conversation_context.rs	DIALOG_LOG_DIR_ENV	"FORMAL_AI_DIALOG_LOG_DIR"	Rename the constant DIALOG_LOG_DIRECTORY_ENV to DIALOG_LOG_DIR_ENV.
L30	In the file src/entity_resolution.rs, rename the constant CORRECTED_PLACEHOLDER to CORRECTED_TERM_PLACEHOLDER. Change only that file and keep it valid Rust.	src/entity_resolution.rs	CORRECTED_TERM_PLACEHOLDER	"{corrected}"	Rename the constant CORRECTED_PLACEHOLDER to CORRECTED_TERM_PLACEHOLDER.
L31	In the file src/learning_adoption_ledger.rs, rename the constant UNKNOWN_INTENT to UNKNOWN_INTENT_NAME. Change only that file and keep it valid Rust.	src/learning_adoption_ledger.rs	UNKNOWN_INTENT_NAME	"unknown"	Rename the constant UNKNOWN_INTENT to UNKNOWN_INTENT_NAME.
L32	In the file src/links_format.rs, rename the constant PROBE to NOTATION_PROBE. Change only that file and keep it valid Rust.	src/links_format.rs	NOTATION_PROBE	: &str = "v";	Rename the constant PROBE to NOTATION_PROBE.
