2.1.2.1.1	5	Atomic task L21: Inspect the Agent-CLI ladder workflow and verify depth selection supports 0 through 5 and all.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	0|1|2|3|4|5|all) ;;
2.1.2.1.2	5	Atomic task L22: Verify a single node can be selected by dotted binary path for focused debugging.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	node == filt
2.1.2.2.1	5	Atomic task L23: Verify the ladder can execute the 32 smallest leaves before moving to larger composite nodes.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	levels=list(range(5,-1,-1)) if mode=='all' else [int(mode)]
2.1.2.2.2	5	Atomic task L24: Verify the ladder order for all mode is 32, 16, 8, 4, 2, then the root.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	levels=list(range(5,-1,-1)) if mode=='all' else [int(mode)]
2.2.1.1.1	5	Atomic task L25: Verify every selected node runs in a fresh temporary repository copy.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	work=$(mktemp -d)
2.2.1.1.2	5	Atomic task L26: Verify every selected node uses the real Agent CLI against the real Formal AI server.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	"$AGENT" --model formalai/formal-ai
2.2.1.2.1	5	Atomic task L27: Verify every selected node requires an observable proof file with its exact node path.	new_leaf_effect			experiments/issue_1028_agent_cli_ladder/run.sh	grep -q "^node_path=$id$" "$proof"
2.2.1.2.2	5	Atomic task L28: Inspect the committed binary-tree case-study and verify it describes a tree rather than a flat list.	new_leaf_effect			docs/case-studies/issue-1028/task-decomposition.md	This is a complete full binary tree, not a flat list.
2.2.2.1.1	5	Atomic task L29: Verify the executable ladder formulates exactly 32 distinct atomic leaves.	new_leaf_effect			tests/unit/issue_1066_agent_ladder.rs	const LEAF_COUNT: usize = 32
2.2.2.1.2	5	Atomic task L30: Verify generated child paths are required to exist in the complete tree.	new_leaf_effect			tests/unit/issue_1066_agent_ladder.rs	assert!(paths.contains(&node.left), "missing {}", node.left)
2.2.2.2.1	5	Atomic task L31: Inspect the decomposition regression matrix and verify requests are not limited to one fixed wording.	new_leaf_effect			tests/unit/specification/task_decomposition.rs	for (language, prompt) in SPLIT_PROMPTS
2.2.2.2.2	5	Atomic task L32: Inspect the final evidence-note planner and record the heading used for composed observations.	new_leaf_effect			src/agentic_coding/note_composition.rs	Observed in this session:
1.1.1.1	4	Complete recursive decomposition node 1.1.1.1, covering atomic tasks L01–L02; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.1.1.1	1.1.1.1.2
1.1.1.2	4	Complete recursive decomposition node 1.1.1.2, covering atomic tasks L03–L04; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.1.2.1	1.1.1.2.2
1.1.2.1	4	Complete recursive decomposition node 1.1.2.1, covering atomic tasks L05–L06; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.2.1.1	1.1.2.1.2
1.1.2.2	4	Complete recursive decomposition node 1.1.2.2, covering atomic tasks L07–L08; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.2.2.1	1.1.2.2.2
1.2.1.1	4	Complete recursive decomposition node 1.2.1.1, covering atomic tasks L09–L10; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.1.1.1	1.2.1.1.2
1.2.1.2	4	Complete recursive decomposition node 1.2.1.2, covering atomic tasks L11–L12; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.1.2.1	1.2.1.2.2
1.2.2.1	4	Complete recursive decomposition node 1.2.2.1, covering atomic tasks L13–L14; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.2.1.1	1.2.2.1.2
1.2.2.2	4	Complete recursive decomposition node 1.2.2.2, covering atomic tasks L15–L16; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.2.2.1	1.2.2.2.2
2.1.1.1	4	Complete recursive decomposition node 2.1.1.1, covering atomic tasks L17–L18; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.1.1.1	2.1.1.1.2
2.1.1.2	4	Complete recursive decomposition node 2.1.1.2, covering atomic tasks L19–L20; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.1.2.1	2.1.1.2.2
2.1.2.1	4	Complete recursive decomposition node 2.1.2.1, covering atomic tasks L21–L22; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.2.1.1	2.1.2.1.2
2.1.2.2	4	Complete recursive decomposition node 2.1.2.2, covering atomic tasks L23–L24; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.2.2.1	2.1.2.2.2
2.2.1.1	4	Complete recursive decomposition node 2.2.1.1, covering atomic tasks L25–L26; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.1.1.1	2.2.1.1.2
2.2.1.2	4	Complete recursive decomposition node 2.2.1.2, covering atomic tasks L27–L28; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.1.2.1	2.2.1.2.2
2.2.2.1	4	Complete recursive decomposition node 2.2.2.1, covering atomic tasks L29–L30; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.2.1.1	2.2.2.1.2
2.2.2.2	4	Complete recursive decomposition node 2.2.2.2, covering atomic tasks L31–L32; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.2.2.1	2.2.2.2.2
1.1.1	3	Complete recursive decomposition node 1.1.1, covering atomic tasks L01–L04; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.1.1	1.1.1.2
1.1.2	3	Complete recursive decomposition node 1.1.2, covering atomic tasks L05–L08; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.2.1	1.1.2.2
1.2.1	3	Complete recursive decomposition node 1.2.1, covering atomic tasks L09–L12; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.1.1	1.2.1.2
1.2.2	3	Complete recursive decomposition node 1.2.2, covering atomic tasks L13–L16; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.2.1	1.2.2.2
2.1.1	3	Complete recursive decomposition node 2.1.1, covering atomic tasks L17–L20; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.1.1	2.1.1.2
2.1.2	3	Complete recursive decomposition node 2.1.2, covering atomic tasks L21–L24; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.2.1	2.1.2.2
2.2.1	3	Complete recursive decomposition node 2.2.1, covering atomic tasks L25–L28; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.1.1	2.2.1.2
2.2.2	3	Complete recursive decomposition node 2.2.2, covering atomic tasks L29–L32; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.2.1	2.2.2.2
1.1	2	Complete recursive decomposition node 1.1, covering atomic tasks L01–L08; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1.1	1.1.2
1.2	2	Complete recursive decomposition node 1.2, covering atomic tasks L09–L16; both child nodes must produce independently checkable evidence.	new_composite_effect	1.2.1	1.2.2
2.1	2	Complete recursive decomposition node 2.1, covering atomic tasks L17–L24; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1.1	2.1.2
2.2	2	Complete recursive decomposition node 2.2, covering atomic tasks L25–L32; both child nodes must produce independently checkable evidence.	new_composite_effect	2.2.1	2.2.2
1	1	Complete recursive decomposition node 1, covering atomic tasks L01–L16; both child nodes must produce independently checkable evidence.	new_composite_effect	1.1	1.2
2	1	Complete recursive decomposition node 2, covering atomic tasks L17–L32; both child nodes must produce independently checkable evidence.	new_composite_effect	2.1	2.2
R	0	Verify Formal AI supports recursive binary task decomposition from atomic leaves through the complete 32-leaf level.	new_composite_effect	1	2
